content_type,ID,Category,PairNo,Role1,Text1,Role2,Text2,,,,,,,,,,
faq,kyuyo,,,"支店コードは変更ないですが、支店名だけ変更になります。
申請は必要ですか。",,支店名のみの変更であれば、申請は必要ありません。,,支店名変更・支店コード変更なし・申請不要,,,,,,,,,
faq,kyuyo,,,"給与口座振替の届出を申請しました。
・入力した振替額の金額を間違えたので修正したい。
・入力した金融機関の情報を間違えていたので修正したい。",,"※まず、その申請のステータスを確認してください。

①「センター確認待ち」
職員ご自身で修正いただけます。
操作手順：給与手当＞給与口座振替の届出：センター確認まち：あり＞修正＞申請ボタン押下

②「センター確認中」
職員様ご自身で修正していただくことができません。
お日にちをいただきますが。差戻ししますので、修正し再度申請ボタンを押下ください。
※認定メモへの入力および、SVへ連携してください。

③「完了」
申請が完了しておりますので、修正することができません。
正しい振替額や正しい金融機関の内容にて、改めて申請してください。",,口座振替誤り・修正方法・ステータス・センター確認待ち・確認中,,,,,,,,,
faq,kyuyo,,,申請した内容通りに振り込みされていません。,,"※まず、その申請内容（職員さんの認識通りかどうか）およびステータスを確認してください。

①「完了」以外
申請がまだ完了していません。不備等がない状態で翌月から反映となります。
具体的な支給額については、申請が完了してから、恐れ入りますが、ご所属の労務主管課へお問い合わせください。

②「完了」
指定額に満たなかった場合は、全額または残額指定口座に入金される場合があるようです。
具体的な支給額については、センターからご案内ができませんので、恐れ入りますが、ご所属の労務主管課へお問い合わせください。

③認識と違う申請内容だった
「センター確認中」→お日にちをいただきますが。差戻ししますので、修正し再度申請ボタンを押下ください。
※認定メモへの入力および、SVへ連携してください。
「完了」→正しい振替額や正しい金融機関の内容にて、改めて申請してください。",,口座振替・振込相違・ステータス確認・完了前・適用月,,,,,,,,,
faq,tsukin,,,以前所属で認定した内容と、今回の認定内容が異なる。,,"
ご所属で認定を行った際に、本来ならば認定されない経路が認定されてしまっていた場合もあるようです。
現在は庶務事務システムで申請いただいて、一律の基準で認定しておりますが、所属での過去の認定内容と相違する場合もあるようです。
＊＊＊＊＊＊＊＊＊＊
（参考）
所属で認定していた時期（センター稼働前）には、規定から外れる経路やバス利用が認定されていた経緯がある。庶務事務システム＞案件照会（保管期間5年）および聞き取りにより、過去に所属認定されているようであれば、上記回答をしてください。
以前もセンターで認定しており、以前と今回とでは認定結果が異なる場合は、以下NO.2の対応とする。
",,通勤届・認定内容相違・以前所属認定・基準変更,,,,,,,,,
faq,tsukin,,,以前センターで認定した内容と、今回の認定内容が異なる。,,"交通用具・・・　「総務局労務課（制度を管轄している部署）と調整の上、認定に関する運用ルールの変更があったため、以前の認定内容と相違があるようです。」
それ以外　・・・　「何度か認定基準の改定があったため、以前の認定内容と相違があるようです。」
「昨今の運賃改定により以前の認定内容と相違がある場合があります」
＊＊＊＊＊＊＊＊＊＊
（参考）
改定内容・運用ルール変更の具体的な内容は説明しないこと。詳しい認定方法（使用ツール名、申請バス停をいくつ確認するか、職場マスタ、職場最寄駅など）は説明しないこと。
運用ルール変更についてはＨ26/4、Ｈ27/4、Ｈ28/1にあったと答えてよいが、マニュアルや規定に変更はないので、マニュアルが変わった・規定が変わったとは言ってはいけない。",,通勤届・以前センター認定・認定内容相違・基準改定,,,,,,,,,
faq,tsukin,,,他者は認められている。,,"認定結果は、ご自宅の位置から勤務地までを確認した結果となります。同じ部署の方で近所の方であっても、住所が異なれば認定結果が異なる場合もあります。
＊＊＊＊＊＊＊＊＊＊
（参考）
近所に住む同じ部署の人が、申請者より高額な経路や便利な経路で認定されていると申し出る場合があるが、駅までの距離が異なれば認定基準に用いる始発駅も異なる場合があります。始発駅が異なれば経由・職場最寄が異なる場合があるが具体的な説明はしないこと。上記回答程度にとどめること。
他職員の認定結果は個人情報なので伝えてはいけない。",,通勤届・他者認定・住所が異なれば結果異なる,,,,,,,,,
faq,tsukin,,,自宅から駅まで1キロ以上あるからバスに乗っているのに、手当は支給されないのですか？,,"横浜市では通勤手当の支給において、公共交通機関を利用して支給対象となるのは、ご自宅から最寄り駅（or職場）までの徒歩での最短ルートが1キロ以上あり、かつ、乗車区間の営業距離が1キロ以上ある場合です。
ご負担は生じますが、申請いただいた経路で通勤されることについては、問題はございません。
＊＊＊＊＊＊＊＊＊＊
（参考）
両方の条件を満たす必要があります。自宅から駅までぎりぎり1キロ以上になる状況だと、バスの営業距離が1キロに満たない場合も多いです。",,通勤手当・1キロ・バス・最寄り駅・自宅・支給対象・営業距離,,,,,,,,,
faq,tsukin,,,"そのような遠い駅まで歩けというのか。
その駅までの道のりは坂が多いから利用できない。
その駅までの道のりは、治安が悪いので利用したくない。",,"自宅から1キロ圏内の駅は徒歩圏内とみなされ、通勤手当の基準においては、1キロ圏内にある駅すべてが自宅最寄駅候補となります。1キロは直線距離ではなく、徒歩で通行可能が道路の最短距離です。
あくまで手当のうえでの規定なので、この駅から通勤することを強制するものではありません。申請された経路を利用して通勤されることに問題はございません。
＊＊＊＊＊＊＊＊＊＊
（参考）
始点駅が申請駅と異なった場合や、始点駅が申請駅よりも遠くなった場合に申し出る場合があります。
「利用を強制するわけではないこと」「申請駅を利用すること自体に問題はないこと」「1㌔以内はすべて最寄駅という大原則があること」をお伝えする。自宅に一番近い駅が必ず認定されるわけではない。

1キロの計測について。マンションの場合は、マンション敷地内の出入口からの距離です。複数棟ある大規模マンションも同様です（居住棟の出入口や、個人の玄関からではありません）。
自宅から1キロ圏内にある駅のうち、同じ路線の駅が複数ある場合は、自宅から近いほうの駅が自宅最寄駅候補となります。
自宅から1キロ圏内に駅がない場合、申請された駅と、その駅からひとつ遠くまでの駅が自宅最寄駅候補となります。",,通勤手当・1キロ圏内・徒歩圏内・坂・治安・直線距離でなく道路距離,,,,,,,,,
faq,tsukin,,,"その経路は信号が多く、時間がかかる。
その経路は渋滞が激しく通勤に不向きだ。
道が広いところで申請した。認定された経路は狭くて危ない。
消防の場合は、安全な道で通勤することと定められている。",,"
申し上げた経路で通勤することを強制するものではありません。
通勤手当を支給するにあたり、自宅と職場（駐車駐輪場）を結ぶ経路のうち最短距離分が手当額の根拠としての経路となります。ご負担は生じますが、申請された経路を利用して通勤されることに問題はございません。
＊＊＊＊＊＊＊＊＊＊
（参考）
一方通行や交通法規上通行不可能な道があると申し出があった場合は、「再度確認いたします」として引き取ってください。
NavitimeやMapfan等、認定に使用している具体的なツールは公表しない。
",,認定経路・信号・渋滞・危険・強制でない・最短距離,,,,,,,,,
faq,tsukin,,,"その経路は申請経路よりも時間がかかる。
所要時間は何で計測したものか。",,"申し上げた経路で通勤することを強制するものではありません。通勤手当を支給するにあたり、手当額の根拠としての経路となります。申請された経路を利用して通勤されることに問題はございません。
所要時間は実測ではなく、終日の平均値です。
（聞かれたら回答→）横浜市より指定されたツールを使用しています。
＊＊＊＊＊＊＊＊＊＊
（参考）
朝の通勤時間帯では、実際の所要時間は計算上の時間よりも大幅に増大することもあるため、所要時間に焦点をあてた疑義の場合もある。「計算上では所要時間に大差ありませんでした」と言ってはいけません。申請者を刺激するだけなので避けること。
NavitimeやMapfan等、認定に使用している具体的なツールは公表しない。
",,認定経路・所要時間・終日平均値・強制でない,,,,,,,,,
faq,tsukin,,,"その経路よりも申請経路の方が10分以上短縮できるはず。
著しい金額差ではないはず。",,"10分は実測ではなく終日の平均値となります（著しい金額差とは倍以上のことを指します）。申し上げた経路で通勤することを強制するものではありません。通勤手当を支給するにあたり、手当額の根拠としての経路となります。申請された経路を利用して通勤されることに問題はございません。
＊＊＊＊＊＊＊＊＊＊
（参考）
基準経路よりも10分以上短縮でき、差額が倍未満のつもりで申請された場合
朝の通勤時間帯では、実際の所要時間は計算上の時間よりも大幅に増大することもあります。計算上では所要時間に大差ないことを強調することは、申請者を刺激するだけなので避けること。
時間のことを問われたならば「実測ではなく終日の平均値となります」と回答すること。
著しい金額とはいくらまでのことであるかは基準（給与業務マニュアル）には明示されていませんが、倍以上を著しい金額として運用することを労務課から示されている。運用ルールとして示されているだけなので職員に公表しないこと。

最も廉価な経路が複数ある場合は、所要時間＞乗り換え回数＞営業距離、の優先順で判断します。",,所要時間差10分・著しい金額差・強制でない,,,,,,,,,
faq,tsukin,,,"その経路は乗り換えが困難。
その経路は特急が止まらない。",,"
申し上げた経路で通勤することを強制するものではありません。通勤手当を支給するにあたり、手当額の根拠としての経路となります。申請された経路を利用して通勤されることに問題はございません。
（聞かれたら回答→）経路の確認は、横浜市より指定されたツールを使用しています。
＊＊＊＊＊＊＊＊＊＊
（参考）
認定に「駅すぱあとを利用している」程度は案内してもよい（庶務事務システムの給与手当画面や申請画面に、経路探索ツールとして駅すぱあと（簡易版）が表示されているため）
",,乗り換え困難・特急停まらない・強制でない,,,,,,,,,
faq,tsukin,,,申請経路で定期券を買ってしまっている。,,"
申し上げた経路で通勤することを強制するものではありません。通勤手当を支給するにあたり、手当額の根拠としての経路となります。ご負担は生じますが、申請された経路分の定期代を購入し、通勤に利用されることに問題はございません。
＊＊＊＊＊＊＊＊＊＊
（参考）
例年「定期券チェック」が実施され、不正がないか確認されます。その際に認定結果と異なる定期券を所持している場合に不正となるのではと不安になって聞かれる場合があります。また、持ち出しになるのが納得できない場合もあります。

※定期券登録に関する操作手順の案内になった際は、＃２出張旅費チームに電話転送してよいです。
　転送先は内線表を確認してください。
",,申請経路・定期券購入済み・強制でない・負担容認,,,,,,,,,
faq,tsukin,,,"定期券登録はどうしたらよいか。
定期券登録をし直しすべきか。",,"
定期券登録と通勤届は別の手続きです。定期券登録は、通勤届の認定結果に関わらず、ご自身がお持ちの定期券を登録してください。すでに申請経路での定期券をお持ちであればその内容で定期券登録してください。申し上げた経路で定期を買い直した際には、改めて定期券登録をしてください。
＊＊＊＊＊＊＊＊＊＊
（参考）
「定期券登録」は旅費審査で確認する項目ですが、通勤届と混同して聞かれる場合があります。旅費は手持ちの定期券を除いた分が支払われるため、自費で買った定期券（通勤手当が出ない区間の定期券）を使って旅費精算したら、旅費も結局は自費ということになるだろうという疑問がうまれ、損した気分になるといわれる場合があるが、取り合わなくてよい。安易に同意するようは発言はしないこと。正しくルールに則った対応をしているだけです。

※定期券登録に関する操作手順の案内になった際は、＃２出張旅費チームに電話転送してよいです。
",,定期券登録・通勤届・別手続き・認定結果によらず,,,,,,,,,
faq,tsukin,,,申請した経路で通勤した場合、通勤災害時などに問題にならないか。,,"申し上げた経路は、あくまで手当支給額の根拠としての経路です。実際は申請通りの経路を利用して通勤されることは問題ございません。通勤災害発生時は日常利用している経路で判断され、通勤手当の認定経路と同一でなくても支障はないと伺っております。通勤災害の詳細は労務主管課（注）へお尋ねください。
なおセンターで修正した内容は、庶務事務システムからご自身でご確認いただけます。申請が完了しましたらご確認いただくことが可能です。
＊＊＊＊＊＊＊＊＊＊
（参考）
申請経路通りの手当が出ないことは理解しているが、認定された経路だけが記録に残り、実際の通勤経路が異なるのでは、通勤災害にあった場合のことが心配して聞かれる場合がある。
労災、通勤災害については、知識として知っていたとしてもヘルプデスクで案内することは禁じられています。
ヘルプデスクでの説明を許可されている範囲は「通勤災害発生時は日常利用している経路で判断され、通勤手当認定経路と同一でなくても支障はないと伺っております。通勤災害の詳細は労務主管課へお尋ねください。」のみ。
（注）労務主管課からのお問合せの場合は労務課へお尋ねくださいと読み替える",,通勤災害・申請経路・日常利用経路・問題なし,,,,,,,,,
faq,tsukin,,,納得できない。,,"ご納得され難いということならば、疑義申立として関係所管へ持ち込みとさせていただきます。後日○○様宛に労務主管課から連絡があります。それまでお待ちください。ご連絡までは1か月以上かかる場合もあるようです。その間、本申請は保留となりますのでご了承ください。
＊＊＊＊＊＊＊＊＊＊
（参考）
基準通りの認定結果をお伝えしているだけなので、認定結果が不満ということは疑義申立です。「関係所管でもう一度確認する」とか「再認定する」と絶対に言わないこと。お伝えした認定結果が誤りだと誤解されます。シンプルに上記文言を伝えるまでにして下さい。
これをお伝えした段階で修正を了承と言い出す方もいます。",,認定納得できない・疑義申立・労務主管課・保留・1か月以上,,,,,,,,,
faq,tsukin,,,日によって異なる経路を利用している。,,主に利用する経路、手段で申請してください。,,日によって異なる経路・主に利用する経路・申請方法,,,,,,,,,
faq,tsukin,,,徒歩のみで通勤手当は支給されないことは認識しているのですが、申請しなければなりませんか。,,徒歩のみでも、通勤届の申請は必要です。,,徒歩のみ・通勤手当支給なし・申請必要,,,,,,,,,
faq,tsukin,,,交通用具とは何のことですか。,,"自転車、バイク、車のことを交通用具といいます。
交通用具を利用して通勤手当支給対象となるのは、最短距離が1キロ以上である場合です。使用している経路の実際の利用距離ではありません。
なお支給区分としてはバイクと車は同一金額で、自転車とは区別されます。",,交通用具・自転車・バイク・車・1キロ以上・支給区分,,,,,,,,,
faq,tsukin,,,障害があるため、割引されます。,,"障害者割引等をお持ちである場合、その旨を申請していただいております。
申請画面内、経路検索の箇所に「割引」というプルダウンがあります。そのプルダウンから該当の割引券を選択して、申請してください。（不明であれば「その他」を選択してもらう。）
また障害手帳コピーを添付書類として総務事務センターに送付してください。
鉄道やバス、交通用具を利用した場合、営業距離や最短距離が1キロ以上ある場合が通勤手当の支給対象となりますが、障碍者手帳をお持ちとのことであれば、この距離制限はありません。",,障害者割引・プルダウン・申請画面・その他選択,,,,,,,,,
faq,tsukin,,,"交通用具の申請をしており、経路地図を準備しています。
保育園に寄ってから出勤、帰宅しているのですが、どのように書けばいいですか。",,"保育園送迎のため遠回り通勤をしていても、実際に利用している経路の地図を提出していただきます。
ただし通勤手当の支給にあたっては、申請者の経路に関わらず、その交通用具が通行可能な最短距離分が支給されます。
その他、坂道の少ない経路、信号の少ない経路、通院などの理由も同様です。",,交通用具・保育園送迎・経路地図・最短距離,,,,,,,,,
faq,tsukin,,,利用している駐輪場や駐車場の契約書を提出するようにとあるが、青空駐輪場のため、提出できるものがありません。,,"駐輪場や駐車場を契約して利用している場合、コインパーキングや1日利用駐輪場を利用している場合には、契約書や利用券などを添付していただいています。青空駐輪場のように契約書や証明書のない場所への駐車駐輪に関しては「申出書」を提出してください。
その他、個人の好意で使わせてもらっている等も同様です。",,青空駐輪場・契約書なし・申出書・コインパーキング,,,,,,,,,
faq,tsukin,,,4月に申請したのに、7月になってもまだ完了していません。定期も買っているので、結果によっては持ち出しになりますよね。金額が大きくならないか不安です。,,4月の異動に伴い、多数の申請をいただいており、確認にお時間をいただいております。お待たせして申し訳ありません。順次確認しておりますので、お待ちいただければと思います。,,4月申請・7月未完了・多数申請・確認待ち,,,,,,,,,
faq,tsukin,,,"実際の支給はいつになりますか。
いつ完了すれば何月の給与に振り込まれますか。",,"実際の支給がいつになるのかについては、申請が完了後に、ご所属の労務主管課にお問い合わせください。

（聞かれたら→）手当の始期について、事由発生年月日は15日以内に申請された場合、その日の属する月の翌月（その日が月の初日なら当月）から適用されます。15日を超えた場合は、申請された日の属する月の翌月から適用となります。実際の支給タイミングや支給単位、追戻入についてはセンターではわかりかねます。労務主管課にご確認ください。
",,通勤手当支給時期・申請完了後・労務主管課・翌月適用,,,,,,,,,
faq,tsukin,,,申請を取り下げたい。,,"※取り下げたい理由、申請のステータス、添付書類にセンターに送付していないかを確認する

削除希望であっても、必ず申請が必要な案件もあり削除ができない場合もあります。
誤って同じ内容を再申請してしまった、まだ通勤開始していないのに申請してしまった等、要望通り削除可と判断できた場合は、ステータス毎に下記をご案内する。判断できない場合はSVへエスカレする。

ステータス「確認待ち」→ご自身で削除いただけます。
ステータス「センター確認中」→差戻しされたら、削除してください。差戻しにはお日にちをいただく場合があります。
ステータス「データ送付済み」～→確認します。お日にちをいただく場合がありますが、関係所管からご連絡となります。
添付書類を発送していた場合→送付いただいた書類は後日センターから職員様宛に返送いたします。
",,申請取り下げ・ステータス確認・削除・必要な申請,,,,,,,,,
faq,tsukin,,,間違った経路で申請してしまった。申請した経路で通勤したことはありません。修正したい。,,"ステータス「確認待ち」→ご自身で修正いただけます。
ステータス「センター確認中」→センターで修正します。正しい経路を詳しく聞き取ってください。
ステータス「データ送付済み」～→正しい経路を詳しく聞き取り、SVへエスカレする。",,経路誤り・修正方法・確認待ち・センター確認中・エスカレ,,,,,,,,,
faq,tsukin,,,センター確認中ですが、通勤経路を変更しました。完了してから、次の申請をすればよいですか？,,"完了を待たなくても、申請していただけます。
通勤経路を変更した日を事由発生年月日として、15日以内に申請してください。
＊＊＊＊＊＊＊＊＊＊
事由発生年月日が同日でなければ、複数申請可です。",,センター確認中・経路変更・完了前に新規申請可・事由日,,,,,,,,,
faq,tsukin,,,"私は、職場から特別な許可を得て、その駅を使っています。
それでも、通勤手当は支給されないのですか？",,"（詳しく内容を聞き取ってから→）伺った内容を担当者に申し伝えます。センターもしくは関係所管からご連絡いたします。
＊＊＊＊＊＊＊＊＊＊
センターが把握していなかっただけで、新ルールが設定されている場合もあります。詳細を聴取してください。",,職場許可・特別経路・担当者確認・関係所管,,,,,,,,,
faq,tsukin,,,自分で何度か計測してみましたが、すべて1キロ以上ありました。,,実測ではなく、横浜市から指定されたツールを使用しております。ご負担は生じますが、申請通りの経路を利用して通勤されることは問題ございません。,,自宅計測1キロ以上・指定ツール・実測でない,,,,,,,,,
faq,tsukin,,,同じマンション内で転居をしました。申請は必要ですか,,申請は必要です。,,同マンション内転居・申請必要,,,,,,,,,
faq,tsukin,,,怪我をしてしまい、通勤が難しくなったため、負担の少ない経路で通勤をします。高額になりますが、考慮してもらえますか。,,"申請前の場合：ご所属の労務主管課へ相談ください。
すでに申請済みの場合：確認担当に申し伝えます。ご所属またはセンターから連絡をさせていただく場合があります。
＊＊＊＊＊＊＊＊＊＊
怪我のため家族に送迎してもらっているときも同様の扱いです。",,怪我・通勤経路・考慮・労務主管課・担当確認,,,,,,,,,
faq,tsukin,,,水道局(企業局)から異動してきました。通勤届の申請は庶務事務システムからよいでしょうか。,,庶務事務システムからの申請ではなく、ご所属で紙申請をしてください。,,企業局・水道局・通勤届・紙申請・所属対応,,,,,,,,,
faq,tsukin,,,バイクの排気量が少ないため、バイパスや有料道路を通行できません。距離算定にそのような道路が含まれていませんか。,,バイパスや有料道路は指定していません。,,バイク・排気量・バイパス・有料道路・距離算定外,,,,,,,,,
faq,tsukin,,,所属異動があり、同じ市庁舎内ですが１０階から５階に移転しました。申請はいりますか。,,同じ建物の場合には申請は不要です。,,同一建物内異動・申請不要,,,,,,,,,
faq,tsukin,,,事前に、認められる経路を教えてほしいです。,,"
経路については、事前にご案内はしておりません。センターでは申請していただいた経路をもとに、基準に沿って確認しします。
認定の基準について、簡易的なものであれば、YCAN＞給与手当＞通勤届＞制度概要　からご確認いただけます。さらに詳しく聞きたい場合は、ご所属の労務主管課にご確認ください。
",,事前確認・認められる経路・案内不可・制度概要,,,,,,,,,
faq,common,faq_search,,なぜ送付票をつけなければならないのですか。,,"送付票は申請(者)と添付書類を紐づけるために必要な書類です。書類によっては、送付票が添付されていないため「誰の、どの申請の書類か」が不明となり審査を進められない場合があるため、必ず添付してください。

申請ボタンを押下後に、送付票を出力することができます。
申請後に再度送付票を出力したい場合は、庶務事務システム＞給与手当＞状況確認＞対象年を「R07年」に設定＞検索し、対象の行にチェックを入れて、送付票を出力することができます。",,送付票・添付書類紐づけ・申請者確認・出力方法,,,,,,,,,
